resource_id,title,subject,institution,learning_product,level,duration_raw,hours_estimate,skills_raw,skills_list,skill_count,rating,reviews
coursera_0000,Cybersecurity for Everyone,Computer Science,"University of Maryland, College Park",Course,beginner,1 - 3 Months,40,"Cyber Risk, Cyber Security Policies, Security Management, Cybersecurity, Risk Management, Cyber Security Strategy, Cyber Attacks, Cyber Governance, Computer Security Awareness Training, Threat Detection, General Networking, Vulnerability","['Cyber Risk', 'Cyber Security Policies', 'Security Management', 'Cybersecurity', 'Risk Management', 'Cyber Security Strategy', 'Cyber Attacks', 'Cyber Governance', 'Computer Security Awareness Training', 'Threat Detection', 'General Networking', 'Vulnerability']",12,4.7,2700
coursera_0001,Python Basics,Computer Science,University of Michigan,Course,beginner,1 - 4 Weeks,20,"Debugging, Python Programming, Data Structures, Computer Programming, Computer Graphics, Graphical Tools, Computational Thinking","['Debugging', 'Python Programming', 'Data Structures', 'Computer Programming', 'Computer Graphics', 'Graphical Tools', 'Computational Thinking']",7,4.8,18000
coursera_0002,Meta Front-End Developer,Computer Science,Meta,Professional Certificate,beginner,3 - 6 Months,100,"Jest (JavaScript Testing Framework), Version Control, User Research, Usability Testing, Responsive Web Design, Cascading Style Sheets (CSS), Data Structures, Unix Commands, HTML and CSS, Git (Version Control System), Persona (User Experience), GitHub, Interaction Design, User Experience Design, Bootstrap (Front-End Framework), React.js, Mobile Development, Front-End Web Development, Algorithms, Web Development Tools","['Jest (JavaScript Testing Framework)', 'Version Control', 'User Research', 'Usability Testing', 'Responsive Web Design', 'Cascading Style Sheets (CSS)', 'Data Structures', 'Unix Commands', 'HTML and CSS', 'Git (Version Control System)', 'Persona (User Experience)', 'GitHub', 'Interaction Design', 'User Experience Design', 'Bootstrap (Front-End Framework)', 'React.js', 'Mobile Development', 'Front-End Web Development', 'Algorithms', 'Web Development Tools']",20,4.7,22000
coursera_0003,"HTML, CSS, and Javascript for Web Developers",Computer Science,Johns Hopkins University,Course,mixed,1 - 4 Weeks,20,"HTML and CSS, Javascript, Responsive Web Design, Ajax, Front-End Web Development, Web Design, Web Applications, Hypertext Markup Language (HTML), Browser Compatibility, Web Development, Cascading Style Sheets (CSS), Usability, Cross Platform Development, Server Side","['HTML and CSS', 'Javascript', 'Responsive Web Design', 'Ajax', 'Front-End Web Development', 'Web Design', 'Web Applications', 'Hypertext Markup Language (HTML)', 'Browser Compatibility', 'Web Development', 'Cascading Style Sheets (CSS)', 'Usability', 'Cross Platform Development', 'Server Side']",14,4.7,17000
coursera_0004,Hands-on Introduction to Linux Commands and Shell Scripting,Computer Science,IBM,Course,beginner,1 - 4 Weeks,20,"Linux Commands, Bash (Scripting Language), Shell Script, File Management, Unix Shell, Linux, Unix Commands, Linux Servers, Command-Line Interface, Linux Administration, Scripting Languages, Unix, Operating Systems, Network Protocols, OS Process Management, Automation","['Linux Commands', 'Bash (Scripting Language)', 'Shell Script', 'File Management', 'Unix Shell', 'Linux', 'Unix Commands', 'Linux Servers', 'Command-Line Interface', 'Linux Administration', 'Scripting Languages', 'Unix', 'Operating Systems', 'Network Protocols', 'OS Process Management', 'Automation']",16,4.6,1500
coursera_0005,Agile with Atlassian Jira,Computer Science,Atlassian,Course,beginner,1 - 4 Weeks,20,"Jira (Software), Agile Methodology, Kanban Principles, Agile Project Management, Lean Methodologies, Backlogs, Sprint Planning, Sprint Retrospectives, User Story, Workflow Management, Issue Tracking, Query Languages, Software Versioning, Administration","['Jira (Software)', 'Agile Methodology', 'Kanban Principles', 'Agile Project Management', 'Lean Methodologies', 'Backlogs', 'Sprint Planning', 'Sprint Retrospectives', 'User Story', 'Workflow Management', 'Issue Tracking', 'Query Languages', 'Software Versioning', 'Administration']",14,4.7,9300
coursera_0006,Cryptography I,Computer Science,Stanford University,Course,mixed,1 - 3 Months,40,"Cryptography, Data Encryption Standard, Encryption, Key Management, Advanced Encryption Standard (AES), Public Key Cryptography Standards (PKCS), Cybersecurity, Authentications, Data Integrity, Mathematical Software, Algorithms","['Cryptography', 'Data Encryption Standard', 'Encryption', 'Key Management', 'Advanced Encryption Standard (AES)', 'Public Key Cryptography Standards (PKCS)', 'Cybersecurity', 'Authentications', 'Data Integrity', 'Mathematical Software', 'Algorithms']",11,4.8,4400
coursera_0007,Learn to Program: The Fundamentals,Computer Science,University of Toronto,Course,beginner,1 - 3 Months,40,"Programming Principles, Debugging, Software Documentation, Python Programming, Computer Programming, Software Design, Program Development, Integrated Development Environments, Data Structures, File Management","['Programming Principles', 'Debugging', 'Software Documentation', 'Python Programming', 'Computer Programming', 'Software Design', 'Program Development', 'Integrated Development Environments', 'Data Structures', 'File Management']",10,4.7,6600
coursera_0008,React Basics,Computer Science,Meta,Course,beginner,1 - 4 Weeks,20,"Mobile Development, React.js, Web Applications, Event-Driven Programming, UI Components, Front-End Web Development, Cascading Style Sheets (CSS), Javascript, Development Environment, Hypertext Markup Language (HTML), Data Management, Debugging","['Mobile Development', 'React.js', 'Web Applications', 'Event-Driven Programming', 'UI Components', 'Front-End Web Development', 'Cascading Style Sheets (CSS)', 'Javascript', 'Development Environment', 'Hypertext Markup Language (HTML)', 'Data Management', 'Debugging']",12,4.7,2300
coursera_0009,Introduction to Programming,Computer Science,Ball State University,Course,beginner,1 - 3 Months,40,"Program Development, Data Analysis, Statistical Analysis, Computer Programming, Python Programming, Data Analysis Software, Object Oriented Programming (OOP), Natural Language Processing, Scripting, Computational Thinking, NumPy, Algorithms, Debugging, Data Structures","['Program Development', 'Data Analysis', 'Statistical Analysis', 'Computer Programming', 'Python Programming', 'Data Analysis Software', 'Object Oriented Programming (OOP)', 'Natural Language Processing', 'Scripting', 'Computational Thinking', 'NumPy', 'Algorithms', 'Debugging', 'Data Structures']",14,4.7,27
coursera_0010,HTML and CSS in depth,Computer Science,Meta,Course,beginner,1 - 4 Weeks,20,"Responsive Web Design, Cascading Style Sheets (CSS), HTML and CSS, Bootstrap (Front-End Framework), Debugging, UI Components, Web Development Tools, Front-End Web Development, Web Design, Semantic Web, Hypertext Markup Language (HTML), Browser Compatibility, Web Development, Web Content Accessibility Guidelines, User Interface (UI), Data Validation","['Responsive Web Design', 'Cascading Style Sheets (CSS)', 'HTML and CSS', 'Bootstrap (Front-End Framework)', 'Debugging', 'UI Components', 'Web Development Tools', 'Front-End Web Development', 'Web Design', 'Semantic Web', 'Hypertext Markup Language (HTML)', 'Browser Compatibility', 'Web Development', 'Web Content Accessibility Guidelines', 'User Interface (UI)', 'Data Validation']",16,4.7,1700
coursera_0011,Introduction to Front-End Development,Computer Science,Meta,Course,beginner,1 - 4 Weeks,20,"HTML and CSS, Bootstrap (Front-End Framework), Responsive Web Design, Front-End Web Development, User Interface (UI), Hypertext Markup Language (HTML), Web Design and Development, Web Development, Web Applications, Cascading Style Sheets (CSS), React.js, Javascript","['HTML and CSS', 'Bootstrap (Front-End Framework)', 'Responsive Web Design', 'Front-End Web Development', 'User Interface (UI)', 'Hypertext Markup Language (HTML)', 'Web Design and Development', 'Web Development', 'Web Applications', 'Cascading Style Sheets (CSS)', 'React.js', 'Javascript']",12,4.8,12000
coursera_0012,Web Applications for Everybody,Computer Science,University of Michigan,Specialization,intermediate,3 - 6 Months,100,"Database Design, SQL, MySQL, PHP (Scripting Language), Relational Databases, JSON, Database Management, jQuery, Hypertext Markup Language (HTML), Javascript and jQuery, Ajax, Databases, Data Modeling, Database Application, Database Development, Debugging, Web Applications, Object Oriented Design, Object Oriented Programming (OOP), Web Development","['Database Design', 'SQL', 'MySQL', 'PHP (Scripting Language)', 'Relational Databases', 'JSON', 'Database Management', 'jQuery', 'Hypertext Markup Language (HTML)', 'Javascript and jQuery', 'Ajax', 'Databases', 'Data Modeling', 'Database Application', 'Database Development', 'Debugging', 'Web Applications', 'Object Oriented Design', 'Object Oriented Programming (OOP)', 'Web Development']",20,4.7,9200
coursera_0013,Programming for Everybody (Getting Started with Python),Computer Science,University of Michigan,Course,beginner,1 - 3 Months,40,"Programming Principles, Computer Programming, Python Programming, Computational Thinking, Software Installation, Development Environment","['Programming Principles', 'Computer Programming', 'Python Programming', 'Computational Thinking', 'Software Installation', 'Development Environment']",6,4.8,231000
coursera_0014,Build a Full Website using WordPress,Computer Science,Coursera Project Network,Guided Project,advanced,Less Than 2 Hours,2,"WordPress, Content Management Systems, Web Content, Web Design and Development, Web Development, Content Development and Management, Social Media","['WordPress', 'Content Management Systems', 'Web Content', 'Web Design and Development', 'Web Development', 'Content Development and Management', 'Social Media']",7,4.4,4100
coursera_0015,"JavaScript Programming with React, Node & MongoDB",Computer Science,IBM,Specialization,beginner,3 - 6 Months,100,"Node.JS, Server Side, MongoDB, React Redux, NoSQL, Restful API, React.js, Back-End Web Development, Front-End Web Development, JavaScript Frameworks, Ajax, Javascript, UI Components, Full-Stack Web Development, Application Deployment, Data Structures, Authentications, Debugging, Cloud Applications, JSON","['Node.JS', 'Server Side', 'MongoDB', 'React Redux', 'NoSQL', 'Restful API', 'React.js', 'Back-End Web Development', 'Front-End Web Development', 'JavaScript Frameworks', 'Ajax', 'Javascript', 'UI Components', 'Full-Stack Web Development', 'Application Deployment', 'Data Structures', 'Authentications', 'Debugging', 'Cloud Applications', 'JSON']",20,4.4,1100
coursera_0016,Principles of UX/UI Design,Computer Science,Meta,Course,beginner,1 - 3 Months,40,"User Research, Usability Testing, Persona (User Experience), Interaction Design, User Experience Design, User Interface and User Experience (UI/UX) Design, Design Research, User Centered Design, User Interface (UI) Design, Figma (Design Software), Design Elements And Principles, Wireframing, UI Components, Prototyping","['User Research', 'Usability Testing', 'Persona (User Experience)', 'Interaction Design', 'User Experience Design', 'User Interface and User Experience (UI/UX) Design', 'Design Research', 'User Centered Design', 'User Interface (UI) Design', 'Figma (Design Software)', 'Design Elements And Principles', 'Wireframing', 'UI Components', 'Prototyping']",14,4.7,997
coursera_0017,IBM Back-end JavaScript Developer,Computer Science,IBM,Professional Certificate,beginner,3 - 6 Months,100,"Istio, Node.JS, Software Development Life Cycle, Containerization, Server Side, MongoDB, Application Deployment, Kubernetes, Cloud-Native Computing, NoSQL, Restful API, OpenShift, Git (Version Control System), Cloud Applications, GitHub, Serverless Computing, Back-End Web Development, HTML and CSS, Ajax, Interviewing Skills","['Istio', 'Node.JS', 'Software Development Life Cycle', 'Containerization', 'Server Side', 'MongoDB', 'Application Deployment', 'Kubernetes', 'Cloud-Native Computing', 'NoSQL', 'Restful API', 'OpenShift', 'Git (Version Control System)', 'Cloud Applications', 'GitHub', 'Serverless Computing', 'Back-End Web Development', 'HTML and CSS', 'Ajax', 'Interviewing Skills']",20,4.6,6200
coursera_0018,Google Cybersecurity,Computer Science,Google,Professional Certificate,beginner,3 - 6 Months,100,"Threat Modeling, Open Web Application Security Project (OWASP), Intrusion Detection and Prevention, Security Controls, Vulnerability Management, Incident Response, Computer Security Incident Management, Cyber Threat Intelligence, Vulnerability Assessments, Event Monitoring, Network Security, Security Awareness, Threat Detection, Risk Management, Cybersecurity, Hardening, Bash (Scripting Language), Data Ethics, Linux Commands, Debugging","['Threat Modeling', 'Open Web Application Security Project (OWASP)', 'Intrusion Detection and Prevention', 'Security Controls', 'Vulnerability Management', 'Incident Response', 'Computer Security Incident Management', 'Cyber Threat Intelligence', 'Vulnerability Assessments', 'Event Monitoring', 'Network Security', 'Security Awareness', 'Threat Detection', 'Risk Management', 'Cybersecurity', 'Hardening', 'Bash (Scripting Language)', 'Data Ethics', 'Linux Commands', 'Debugging']",20,4.8,47000
coursera_0019,IBM Full-Stack JavaScript Developer,Computer Science,IBM,Professional Certificate,beginner,3 - 6 Months,100,"Istio, Node.JS, Software Development Life Cycle, Server Side, MongoDB, Application Deployment, CI/CD, Kubernetes, Cloud-Native Computing, React Redux, NoSQL, Restful API, OpenShift, Git (Version Control System), Cloud Applications, Containerization, GitHub, HTML and CSS, Ajax, Interviewing Skills","['Istio', 'Node.JS', 'Software Development Life Cycle', 'Server Side', 'MongoDB', 'Application Deployment', 'CI/CD', 'Kubernetes', 'Cloud-Native Computing', 'React Redux', 'NoSQL', 'Restful API', 'OpenShift', 'Git (Version Control System)', 'Cloud Applications', 'Containerization', 'GitHub', 'HTML and CSS', 'Ajax', 'Interviewing Skills']",20,4.6,6600
coursera_0020,Introduction to User Experience Design ,Computer Science,Georgia Institute of Technology,Course,beginner,1 - 3 Months,40,"User Experience Design, Prototyping, User Centered Design, Usability, Requirements Analysis, User Interface (UI), Interaction Design, Usability Testing, User Research","['User Experience Design', 'Prototyping', 'User Centered Design', 'Usability', 'Requirements Analysis', 'User Interface (UI)', 'Interaction Design', 'Usability Testing', 'User Research']",9,4.5,8600
coursera_0021,"Introduction to HTML, CSS, & JavaScript",Computer Science,IBM,Course,beginner,1 - 4 Weeks,20,"HTML and CSS, Web Design and Development, Hypertext Markup Language (HTML), Cascading Style Sheets (CSS), Web Development, Web Applications, Front-End Web Development, Web Design, Javascript, Full-Stack Web Development, Interactive Design, Scripting","['HTML and CSS', 'Web Design and Development', 'Hypertext Markup Language (HTML)', 'Cascading Style Sheets (CSS)', 'Web Development', 'Web Applications', 'Front-End Web Development', 'Web Design', 'Javascript', 'Full-Stack Web Development', 'Interactive Design', 'Scripting']",12,4.5,423
coursera_0022,Programming with JavaScript,Computer Science,Meta,Course,beginner,1 - 3 Months,40,"Jest (JavaScript Testing Framework), Web Development Tools, Javascript, Unit Testing, Web Applications, Object Oriented Programming (OOP), Scripting Languages, Event-Driven Programming, Node.JS, Scripting, JSON, Computer Programming, Data Structures, Debugging, Package and Software Management, Program Development, Front-End Web Development, Functional Design","['Jest (JavaScript Testing Framework)', 'Web Development Tools', 'Javascript', 'Unit Testing', 'Web Applications', 'Object Oriented Programming (OOP)', 'Scripting Languages', 'Event-Driven Programming', 'Node.JS', 'Scripting', 'JSON', 'Computer Programming', 'Data Structures', 'Debugging', 'Package and Software Management', 'Program Development', 'Front-End Web Development', 'Functional Design']",18,4.7,4500
coursera_0023,IBM iOS and Android Mobile App Developer,Computer Science,IBM,Professional Certificate,beginner,3 - 6 Months,100,"React Native, Software Development Life Cycle, iOS Development, Flutter (Software), Swift Programming, Apple Xcode, Mobile Development, Android Studio, User Centered Design, Android Development, Apple iOS, React Redux, Git (Version Control System), GitHub, Mobile Development Tools, React.js, Android (Operating System), HTML and CSS, Front-End Web Development, Generative AI","['React Native', 'Software Development Life Cycle', 'iOS Development', 'Flutter (Software)', 'Swift Programming', 'Apple Xcode', 'Mobile Development', 'Android Studio', 'User Centered Design', 'Android Development', 'Apple iOS', 'React Redux', 'Git (Version Control System)', 'GitHub', 'Mobile Development Tools', 'React.js', 'Android (Operating System)', 'HTML and CSS', 'Front-End Web Development', 'Generative AI']",20,4.6,5400
coursera_0024,Generative AI with Large Language Models,Computer Science,DeepLearning.AI,Course,intermediate,1 - 4 Weeks,20,"Generative AI, PyTorch (Machine Learning Library), Deep Learning, Tensorflow, Artificial Intelligence, Applied Machine Learning, Scalability, Natural Language Processing, Machine Learning Methods, Application Deployment, Reinforcement Learning, User Feedback, Performance Tuning, Application Performance Management","['Generative AI', 'PyTorch (Machine Learning Library)', 'Deep Learning', 'Tensorflow', 'Artificial Intelligence', 'Applied Machine Learning', 'Scalability', 'Natural Language Processing', 'Machine Learning Methods', 'Application Deployment', 'Reinforcement Learning', 'User Feedback', 'Performance Tuning', 'Application Performance Management']",14,4.8,3200
coursera_0025,Google UX Design,Computer Science,Google,Professional Certificate,beginner,3 - 6 Months,100,"Storyboarding, Wireframing, UI/UX Research, Responsive Web Design, User Experience Design, Design Thinking, User Research, Information Architecture, Figma (Design Software), Usability Testing, User Story, Web Design, Design Reviews, Usability, Presentations, Design Research, Persona (User Experience), Ideation, User Centered Design, Mockups","['Storyboarding', 'Wireframing', 'UI/UX Research', 'Responsive Web Design', 'User Experience Design', 'Design Thinking', 'User Research', 'Information Architecture', 'Figma (Design Software)', 'Usability Testing', 'User Story', 'Web Design', 'Design Reviews', 'Usability', 'Presentations', 'Design Research', 'Persona (User Experience)', 'Ideation', 'User Centered Design', 'Mockups']",20,4.8,88000
coursera_0026,AI Python for Beginners,Computer Science,DeepLearning.AI,Course,beginner,1 - 4 Weeks,20,"Artificial Intelligence, Jupyter, Python Programming, Data Analysis, OpenAI, Application Development, Generative AI, Scripting, Programming Principles, Automation, Computer Programming, Application Programming Interface (API), Development Environment, Debugging, Data Structures","['Artificial Intelligence', 'Jupyter', 'Python Programming', 'Data Analysis', 'OpenAI', 'Application Development', 'Generative AI', 'Scripting', 'Programming Principles', 'Automation', 'Computer Programming', 'Application Programming Interface (API)', 'Development Environment', 'Debugging', 'Data Structures']",15,4.8,56
coursera_0027,"Start the UX Design Process: Empathize, Define, and Ideate",Computer Science,Google,Course,beginner,1 - 4 Weeks,20,"User Experience Design, User Story, Ideation, Usability, Web Content Accessibility Guidelines, User Research, Design Thinking, Human Centered Design, Competitive Analysis, Persona Development","['User Experience Design', 'User Story', 'Ideation', 'Usability', 'Web Content Accessibility Guidelines', 'User Research', 'Design Thinking', 'Human Centered Design', 'Competitive Analysis', 'Persona Development']",10,4.8,16000
coursera_0028,"Divide and Conquer, Sorting and Searching, and Randomized Algorithms",Computer Science,Stanford University,Course,intermediate,1 - 4 Weeks,20,"Algorithms, Graph Theory, Data Structures, Theoretical Computer Science, Computational Thinking, Analysis, Probability, Design Strategies","['Algorithms', 'Graph Theory', 'Data Structures', 'Theoretical Computer Science', 'Computational Thinking', 'Analysis', 'Probability', 'Design Strategies']",8,4.8,5300
coursera_0029,Introduction to Medical Software,Computer Science,Yale University,Course,intermediate,3 - 6 Months,100,"Clinical Trials, Software Development Life Cycle, Usability, Human Computer Interaction, Regulatory Affairs, Quality Management Systems, Risk Management, Software Design, Healthcare Industry Knowledge, Medical Records, Regulatory Compliance, Entrepreneurship, Artificial Intelligence and Machine Learning (AI/ML), Cybersecurity, System Requirements","['Clinical Trials', 'Software Development Life Cycle', 'Usability', 'Human Computer Interaction', 'Regulatory Affairs', 'Quality Management Systems', 'Risk Management', 'Software Design', 'Healthcare Industry Knowledge', 'Medical Records', 'Regulatory Compliance', 'Entrepreneurship', 'Artificial Intelligence and Machine Learning (AI/ML)', 'Cybersecurity', 'System Requirements']",15,4.8,244
coursera_0030,Introduction to Software Engineering,Computer Science,IBM,Course,beginner,1 - 3 Months,40,"Software Development Life Cycle, Development Environment, Software Engineering, Software Architecture, Software Design, Programming Principles, Unified Modeling Language, Agile Methodology, Software Development, Scrum (Software Development), Web Development, Cloud Development, Integrated Development Environments, Application Development, Back-End Web Development, Front-End Web Development, Computer Programming, Python Programming","['Software Development Life Cycle', 'Development Environment', 'Software Engineering', 'Software Architecture', 'Software Design', 'Programming Principles', 'Unified Modeling Language', 'Agile Methodology', 'Software Development', 'Scrum (Software Development)', 'Web Development', 'Cloud Development', 'Integrated Development Environments', 'Application Development', 'Back-End Web Development', 'Front-End Web Development', 'Computer Programming', 'Python Programming']",18,4.7,2900
coursera_0031,Meta Back-End Developer,Computer Science,Meta,Professional Certificate,beginner,3 - 6 Months,100,"Django (Web Framework), Full-Stack Web Development, Version Control, Restful API, Data Structures, Unix Commands, Bootstrap (Front-End Framework), Git (Version Control System), Back-End Web Development, GitHub, Web Design and Development, Relational Databases, Front-End Web Development, Object Oriented Programming (OOP), Database Management Systems, SQL, Database Design, Unit Testing, Algorithms, Web Development","['Django (Web Framework)', 'Full-Stack Web Development', 'Version Control', 'Restful API', 'Data Structures', 'Unix Commands', 'Bootstrap (Front-End Framework)', 'Git (Version Control System)', 'Back-End Web Development', 'GitHub', 'Web Design and Development', 'Relational Databases', 'Front-End Web Development', 'Object Oriented Programming (OOP)', 'Database Management Systems', 'SQL', 'Database Design', 'Unit Testing', 'Algorithms', 'Web Development']",20,4.6,9000
coursera_0032,Design a User Experience for Social Good & Prepare for Jobs,Computer Science,Google,Course,beginner,1 - 4 Weeks,20,"User Experience Design, Persona (User Experience), UI/UX Research, User Centered Design, Design Thinking, Professional Development, Usability, Interviewing Skills, Cross Platform Development, Artificial Intelligence, Responsive Web Design, Web Applications, Mobile Development, Prototyping, Communication, Business Planning","['User Experience Design', 'Persona (User Experience)', 'UI/UX Research', 'User Centered Design', 'Design Thinking', 'Professional Development', 'Usability', 'Interviewing Skills', 'Cross Platform Development', 'Artificial Intelligence', 'Responsive Web Design', 'Web Applications', 'Mobile Development', 'Prototyping', 'Communication', 'Business Planning']",16,4.8,4300
coursera_0033,Meta React Native,Computer Science,Meta,Specialization,beginner,3 - 6 Months,100,"React Native, Jest (JavaScript Testing Framework), Version Control, User Research, Usability Testing, Unix Commands, Restful API, Git (Version Control System), Persona (User Experience), GitHub, Interaction Design, User Experience Design, SQL, User Interface and User Experience (UI/UX) Design, Mobile Development, Design Research, Cross Platform Development, Linux Commands, React.js, Web Development Tools","['React Native', 'Jest (JavaScript Testing Framework)', 'Version Control', 'User Research', 'Usability Testing', 'Unix Commands', 'Restful API', 'Git (Version Control System)', 'Persona (User Experience)', 'GitHub', 'Interaction Design', 'User Experience Design', 'SQL', 'User Interface and User Experience (UI/UX) Design', 'Mobile Development', 'Design Research', 'Cross Platform Development', 'Linux Commands', 'React.js', 'Web Development Tools']",20,4.6,10000
coursera_0034,Web Design for Everybody: Basics of Web Development & Coding,Computer Science,University of Michigan,Specialization,beginner,3 - 6 Months,100,"Wireframing, Responsive Web Design, HTML and CSS, Web Content Accessibility Guidelines, Cascading Style Sheets (CSS), Web Design, Hypertext Markup Language (HTML), Browser Compatibility, Bootstrap (Front-End Framework), Javascript, Front-End Web Development, User Interface (UI), Verification And Validation, Web Development, Interactive Design, Web Design and Development, Application Frameworks, Event-Driven Programming, Web Applications, Usability","['Wireframing', 'Responsive Web Design', 'HTML and CSS', 'Web Content Accessibility Guidelines', 'Cascading Style Sheets (CSS)', 'Web Design', 'Hypertext Markup Language (HTML)', 'Browser Compatibility', 'Bootstrap (Front-End Framework)', 'Javascript', 'Front-End Web Development', 'User Interface (UI)', 'Verification And Validation', 'Web Development', 'Interactive Design', 'Web Design and Development', 'Application Frameworks', 'Event-Driven Programming', 'Web Applications', 'Usability']",20,4.7,35000
coursera_0035,Version Control,Computer Science,Meta,Course,beginner,1 - 4 Weeks,20,"Version Control, Unix Commands, Git (Version Control System), GitHub, Linux Commands, Command-Line Interface, Software Versioning, File Management, Software Development Tools, Software Development, Software Configuration Management","['Version Control', 'Unix Commands', 'Git (Version Control System)', 'GitHub', 'Linux Commands', 'Command-Line Interface', 'Software Versioning', 'File Management', 'Software Development Tools', 'Software Development', 'Software Configuration Management']",11,4.6,3500
coursera_0036,Meta Android Developer,Computer Science,Meta,Professional Certificate,beginner,3 - 6 Months,100,"React Native, Android Studio, Restful API, Version Control, User Research, Usability Testing, Git (Version Control System), Data Structures, Jest (JavaScript Testing Framework), Unix Commands, Android Jetpack, Android Development, Persona (User Experience), GitHub, Interaction Design, Kotlin, User Experience Design, User Interface and User Experience (UI/UX) Design, Design Research, Mobile Development","['React Native', 'Android Studio', 'Restful API', 'Version Control', 'User Research', 'Usability Testing', 'Git (Version Control System)', 'Data Structures', 'Jest (JavaScript Testing Framework)', 'Unix Commands', 'Android Jetpack', 'Android Development', 'Persona (User Experience)', 'GitHub', 'Interaction Design', 'Kotlin', 'User Experience Design', 'User Interface and User Experience (UI/UX) Design', 'Design Research', 'Mobile Development']",20,4.6,8300
coursera_0037,Probability & Statistics for Machine Learning & Data Science,Computer Science,DeepLearning.AI,Course,intermediate,1 - 4 Weeks,20,"Descriptive Statistics, Bayesian Statistics, Statistical Hypothesis Testing, Probability & Statistics, Sampling (Statistics), Probability Distribution, Probability, Statistical Inference, A/B Testing, Statistical Analysis, Data Science, Exploratory Data Analysis, Data Analysis, Statistical Visualization","['Descriptive Statistics', 'Bayesian Statistics', 'Statistical Hypothesis Testing', 'Probability & Statistics', 'Sampling (Statistics)', 'Probability Distribution', 'Probability', 'Statistical Inference', 'A/B Testing', 'Statistical Analysis', 'Data Science', 'Exploratory Data Analysis', 'Data Analysis', 'Statistical Visualization']",14,4.6,530
coursera_0038,IBM DevOps and Software Engineering,Computer Science,IBM,Professional Certificate,beginner,3 - 6 Months,100,"CI/CD, Open Web Application Security Project (OWASP), Istio, Continuous Integration, Software Development Life Cycle, Linux Commands, Agile Software Development, Unit Testing, Cloud Computing Architecture, Application Deployment, Test Driven Development (TDD), Gherkin (Scripting Language), Kubernetes, Jenkins, Bash (Scripting Language), Cloud Services, DevOps, Git (Version Control System), Jupyter, Grafana","['CI/CD', 'Open Web Application Security Project (OWASP)', 'Istio', 'Continuous Integration', 'Software Development Life Cycle', 'Linux Commands', 'Agile Software Development', 'Unit Testing', 'Cloud Computing Architecture', 'Application Deployment', 'Test Driven Development (TDD)', 'Gherkin (Scripting Language)', 'Kubernetes', 'Jenkins', 'Bash (Scripting Language)', 'Cloud Services', 'DevOps', 'Git (Version Control System)', 'Jupyter', 'Grafana']",20,4.6,57000
coursera_0039,Blockchain Revolution,Computer Science,INSEAD,Specialization,beginner,3 - 6 Months,100,"Blockchain, Digital Assets, Peer Review, FinTech, Business Transformation, Business Leadership, Governance, Market Opportunities, Strategic Leadership, Payment Systems, Technology Strategies, Digital Transformation, Business Analysis, Business, Competitive Analysis, Strategic Thinking, Business Strategy, Emerging Technologies, Public Key Infrastructure, Cryptography","['Blockchain', 'Digital Assets', 'Peer Review', 'FinTech', 'Business Transformation', 'Business Leadership', 'Governance', 'Market Opportunities', 'Strategic Leadership', 'Payment Systems', 'Technology Strategies', 'Digital Transformation', 'Business Analysis', 'Business', 'Competitive Analysis', 'Strategic Thinking', 'Business Strategy', 'Emerging Technologies', 'Public Key Infrastructure', 'Cryptography']",20,4.7,3000
coursera_0040,Meta iOS Developer,Computer Science,Meta,Professional Certificate,beginner,3 - 6 Months,100,"React Native, iOS Development, Core Data (Software), Restful API, Version Control, Apple iOS, User Research, Usability Testing, Apple Xcode, Data Structures, Swift Programming, Jest (JavaScript Testing Framework), User Interface (UI), Unix Commands, Git (Version Control System), Persona (User Experience), GitHub, Interaction Design, User Experience Design, Mobile Development","['React Native', 'iOS Development', 'Core Data (Software)', 'Restful API', 'Version Control', 'Apple iOS', 'User Research', 'Usability Testing', 'Apple Xcode', 'Data Structures', 'Swift Programming', 'Jest (JavaScript Testing Framework)', 'User Interface (UI)', 'Unix Commands', 'Git (Version Control System)', 'Persona (User Experience)', 'GitHub', 'Interaction Design', 'User Experience Design', 'Mobile Development']",20,4.6,7800
coursera_0041,Calculus for Machine Learning and Data Science,Computer Science,DeepLearning.AI,Course,intermediate,1 - 4 Weeks,20,"Applied Mathematics, Calculus, NumPy, Machine Learning, Jupyter, Python Programming, Artificial Neural Networks, Visualization (Computer Graphics), Deep Learning, Derivatives","['Applied Mathematics', 'Calculus', 'NumPy', 'Machine Learning', 'Jupyter', 'Python Programming', 'Artificial Neural Networks', 'Visualization (Computer Graphics)', 'Deep Learning', 'Derivatives']",10,4.8,812
coursera_0042,IBM AI Developer,Computer Science,IBM,Professional Certificate,beginner,3 - 6 Months,100,"Generative AI, Software Development Life Cycle, Unit Testing, ChatGPT, HTML and CSS, Development Environment, Web Design and Development, Jupyter, Hypertext Markup Language (HTML), Software Engineering, Artificial Intelligence, Cascading Style Sheets (CSS), Web Development, Data Ethics, Application Deployment, Web Applications, Automation, Interviewing Skills, CI/CD, Professional Networking","['Generative AI', 'Software Development Life Cycle', 'Unit Testing', 'ChatGPT', 'HTML and CSS', 'Development Environment', 'Web Design and Development', 'Jupyter', 'Hypertext Markup Language (HTML)', 'Software Engineering', 'Artificial Intelligence', 'Cascading Style Sheets (CSS)', 'Web Development', 'Data Ethics', 'Application Deployment', 'Web Applications', 'Automation', 'Interviewing Skills', 'CI/CD', 'Professional Networking']",20,4.6,63000
