resource_id,title,subject,institution,learning_product,level,duration_raw,hours_estimate,skills_raw,skills_list,skill_count,rating,reviews
coursera_1250,Principles of fMRI 1,Data Science,Johns Hopkins University,Course,beginner,1 - 4 Weeks,20,"Radiology, Psychology, Data Analysis, Research Design, Image Analysis, Statistical Analysis, Statistical Modeling, Scientific Methods, Data Processing, Data Collection, Probability & Statistics, Research","['Radiology', 'Psychology', 'Data Analysis', 'Research Design', 'Image Analysis', 'Statistical Analysis', 'Statistical Modeling', 'Scientific Methods', 'Data Processing', 'Data Collection', 'Probability & Statistics', 'Research']",12,4.5,550
coursera_1251,Accounting Data Analytics,Data Science,University of Illinois Urbana-Champaign,Specialization,intermediate,3 - 6 Months,100,"Machine Learning Algorithms, Jupyter, Tableau Software, Matplotlib, Data Visualization Software, Unsupervised Learning, Data Visualization, Pandas (Python Package), Scikit Learn (Machine Learning Library), Data Manipulation, Machine Learning, Excel Macros, Text Mining, Applied Machine Learning, Time Series Analysis and Forecasting, Data Processing, Statistical Visualization, Analytics, Accounting and Finance Software, Analytical Skills","['Machine Learning Algorithms', 'Jupyter', 'Tableau Software', 'Matplotlib', 'Data Visualization Software', 'Unsupervised Learning', 'Data Visualization', 'Pandas (Python Package)', 'Scikit Learn (Machine Learning Library)', 'Data Manipulation', 'Machine Learning', 'Excel Macros', 'Text Mining', 'Applied Machine Learning', 'Time Series Analysis and Forecasting', 'Data Processing', 'Statistical Visualization', 'Analytics', 'Accounting and Finance Software', 'Analytical Skills']",20,4.9,13
coursera_1252,Introduction to R Programming for Data Science,Data Science,IBM,Course,beginner,1 - 3 Months,40,"Data Manipulation, Web Scraping, R Programming, Data Analysis, Data Science, Data Structures, Data Import/Export, Exploratory Data Analysis, Programming Principles, Computer Programming, Integrated Development Environments","['Data Manipulation', 'Web Scraping', 'R Programming', 'Data Analysis', 'Data Science', 'Data Structures', 'Data Import/Export', 'Exploratory Data Analysis', 'Programming Principles', 'Computer Programming', 'Integrated Development Environments']",11,4.8,1700
coursera_1253,Distributed Programming in SAS® Viya® for Data Analysts,Data Science,SAS,Specialization,beginner,3 - 6 Months,100,"SAS (Software), Data Manipulation, Data Validation, Data Analysis, Data Cleansing, Exploratory Data Analysis, Cloud Computing, Statistical Reporting, Distributed Computing, Cloud Services, Data Processing, Data Transformation, Statistical Programming, Data Management, Cloud Computing Architecture, Servers, Data Analysis Software, SQL, Query Languages","['SAS (Software)', 'Data Manipulation', 'Data Validation', 'Data Analysis', 'Data Cleansing', 'Exploratory Data Analysis', 'Cloud Computing', 'Statistical Reporting', 'Distributed Computing', 'Cloud Services', 'Data Processing', 'Data Transformation', 'Statistical Programming', 'Data Management', 'Cloud Computing Architecture', 'Servers', 'Data Analysis Software', 'SQL', 'Query Languages']",19,4.6,13000
coursera_1254,Linear Regression and Modeling,Data Science,Duke University,Course,beginner,1 - 4 Weeks,20,"Regression Analysis, Statistical Software, Statistical Analysis, R Programming, Statistical Modeling, Statistical Inference, Data Analysis, Statistical Methods, Exploratory Data Analysis, Predictive Modeling","['Regression Analysis', 'Statistical Software', 'Statistical Analysis', 'R Programming', 'Statistical Modeling', 'Statistical Inference', 'Data Analysis', 'Statistical Methods', 'Exploratory Data Analysis', 'Predictive Modeling']",10,4.5,91
coursera_1255,Machine Learning Foundations: A Case Study Approach,Data Science,University of Washington,Course,mixed,1 - 3 Months,40,"Applied Machine Learning, Feature Engineering, Regression Analysis, Machine Learning, Artificial Intelligence and Machine Learning (AI/ML), Supervised Learning, Deep Learning, Classification And Regression Tree (CART), Computer Vision, Predictive Modeling, Natural Language Processing, Text Mining, Python Programming","['Applied Machine Learning', 'Feature Engineering', 'Regression Analysis', 'Machine Learning', 'Artificial Intelligence and Machine Learning (AI/ML)', 'Supervised Learning', 'Deep Learning', 'Classification And Regression Tree (CART)', 'Computer Vision', 'Predictive Modeling', 'Natural Language Processing', 'Text Mining', 'Python Programming']",13,4.9,81
coursera_1256,Geospatial Analysis with ArcGIS,Data Science,"University of California, Davis",Course,intermediate,1 - 4 Weeks,20,"ArcGIS, Data Storytelling, GIS Software, Spatial Data Analysis, Data Presentation, Geographic Information Systems, Spatial Analysis, Geospatial Mapping, Geospatial Information and Technology, Heat Maps, Data Visualization Software, Network Analysis, Data Manipulation","['ArcGIS', 'Data Storytelling', 'GIS Software', 'Spatial Data Analysis', 'Data Presentation', 'Geographic Information Systems', 'Spatial Analysis', 'Geospatial Mapping', 'Geospatial Information and Technology', 'Heat Maps', 'Data Visualization Software', 'Network Analysis', 'Data Manipulation']",13,4.2,3800
coursera_1257,Advanced Data Visualization with Tableau,Data Science,Tableau Learning Partner,Course,beginner,1 - 4 Weeks,20,"Data Visualization Software, Spatial Data Analysis, Tableau Software, Data Storytelling, Interactive Data Visualization, Stakeholder Communications, Geospatial Mapping, Business Reporting, Data Analysis, Business Intelligence","['Data Visualization Software', 'Spatial Data Analysis', 'Tableau Software', 'Data Storytelling', 'Interactive Data Visualization', 'Stakeholder Communications', 'Geospatial Mapping', 'Business Reporting', 'Data Analysis', 'Business Intelligence']",10,4.3,594
coursera_1258,Applied Text Mining in Python,Data Science,University of Michigan,Course,intermediate,1 - 4 Weeks,20,"Text Mining, Natural Language Processing, Data Processing, Unstructured Data, Feature Engineering, Data Manipulation, Data Cleansing, Python Programming, Unsupervised Learning, Machine Learning Algorithms, Supervised Learning","['Text Mining', 'Natural Language Processing', 'Data Processing', 'Unstructured Data', 'Feature Engineering', 'Data Manipulation', 'Data Cleansing', 'Python Programming', 'Unsupervised Learning', 'Machine Learning Algorithms', 'Supervised Learning']",11,4.6,116
coursera_1259,Inferential Statistics,Data Science,University of Amsterdam,Course,mixed,1 - 3 Months,40,"Statistical Hypothesis Testing, Statistical Inference, Statistical Software, Statistical Analysis, Statistical Methods, Quantitative Research, Sampling (Statistics), Probability & Statistics, Regression Analysis, Probability Distribution","['Statistical Hypothesis Testing', 'Statistical Inference', 'Statistical Software', 'Statistical Analysis', 'Statistical Methods', 'Quantitative Research', 'Sampling (Statistics)', 'Probability & Statistics', 'Regression Analysis', 'Probability Distribution']",10,4.1,142
coursera_1260,Machine Learning Capstone,Data Science,IBM,Course,advanced,1 - 3 Months,40,"Exploratory Data Analysis, Unsupervised Learning, Supervised Learning, Data Analysis, Applied Machine Learning, Statistical Analysis, Data Presentation, Machine Learning, Scikit Learn (Machine Learning Library), Python Programming, Tensorflow, Regression Analysis, Keras (Neural Network Library), Deep Learning, Artificial Neural Networks, Web Applications","['Exploratory Data Analysis', 'Unsupervised Learning', 'Supervised Learning', 'Data Analysis', 'Applied Machine Learning', 'Statistical Analysis', 'Data Presentation', 'Machine Learning', 'Scikit Learn (Machine Learning Library)', 'Python Programming', 'Tensorflow', 'Regression Analysis', 'Keras (Neural Network Library)', 'Deep Learning', 'Artificial Neural Networks', 'Web Applications']",16,4.7,169
coursera_1261,Rust Fundamentals,Data Science,Duke University,Course,beginner,1 - 4 Weeks,20,"Rust (Programming Language), Test Case, Software Testing, Data Structures, Debugging, GitHub, Programming Principles, Package and Software Management, Development Environment, Software Development Tools, Command-Line Interface","['Rust (Programming Language)', 'Test Case', 'Software Testing', 'Data Structures', 'Debugging', 'GitHub', 'Programming Principles', 'Package and Software Management', 'Development Environment', 'Software Development Tools', 'Command-Line Interface']",11,4.4,76
coursera_1262,Generative AI: Foundation Models and Platforms,Data Science,IBM,Course,beginner,1 - 4 Weeks,20,"Generative AI, OpenAI, IBM Cloud, Tensorflow, Artificial Intelligence, Artificial Neural Networks, PyTorch (Machine Learning Library), Deep Learning, Natural Language Processing, Machine Learning, Open Source Technology","['Generative AI', 'OpenAI', 'IBM Cloud', 'Tensorflow', 'Artificial Intelligence', 'Artificial Neural Networks', 'PyTorch (Machine Learning Library)', 'Deep Learning', 'Natural Language Processing', 'Machine Learning', 'Open Source Technology']",11,3.6,46
coursera_1263,Data Analysis with Tableau,Data Science,Tableau Learning Partner,Course,beginner,1 - 4 Weeks,20,"Exploratory Data Analysis, Tableau Software, Statistical Visualization, Data Analysis, Descriptive Statistics, Predictive Analytics, Data Processing, Box Plots, Statistical Analysis, Data Cleansing, Scatter Plots, Data Visualization Software, Trend Analysis, Analytics, Histogram, Data Transformation, Business Analytics, Data Manipulation, Regression Analysis, Correlation Analysis","['Exploratory Data Analysis', 'Tableau Software', 'Statistical Visualization', 'Data Analysis', 'Descriptive Statistics', 'Predictive Analytics', 'Data Processing', 'Box Plots', 'Statistical Analysis', 'Data Cleansing', 'Scatter Plots', 'Data Visualization Software', 'Trend Analysis', 'Analytics', 'Histogram', 'Data Transformation', 'Business Analytics', 'Data Manipulation', 'Regression Analysis', 'Correlation Analysis']",20,3.7,48
coursera_1264,MLOps Platforms: Amazon SageMaker and Azure ML,Data Science,Duke University,Course,advanced,1 - 3 Months,40,"AWS SageMaker, MLOps (Machine Learning Operations), Microsoft Azure, Exploratory Data Analysis, Data Pipelines, Amazon Web Services, Feature Engineering, Cloud Solutions, Data Analysis, Cloud Development, Applied Machine Learning, Predictive Modeling, Application Deployment, Serverless Computing, Amazon S3, Machine Learning, Machine Learning Algorithms","['AWS SageMaker', 'MLOps (Machine Learning Operations)', 'Microsoft Azure', 'Exploratory Data Analysis', 'Data Pipelines', 'Amazon Web Services', 'Feature Engineering', 'Cloud Solutions', 'Data Analysis', 'Cloud Development', 'Applied Machine Learning', 'Predictive Modeling', 'Application Deployment', 'Serverless Computing', 'Amazon S3', 'Machine Learning', 'Machine Learning Algorithms']",17,4.7,250
coursera_1265,MLOps Tools: MLflow and Hugging Face,Data Science,Duke University,Course,advanced,1 - 4 Weeks,20,"MLOps (Machine Learning Operations), Application Deployment, Containerization, CI/CD, Docker (Software), Microsoft Azure, Cloud Computing, Applied Machine Learning, GitHub, Application Programming Interface (API)","['MLOps (Machine Learning Operations)', 'Application Deployment', 'Containerization', 'CI/CD', 'Docker (Software)', 'Microsoft Azure', 'Cloud Computing', 'Applied Machine Learning', 'GitHub', 'Application Programming Interface (API)']",10,4.5,613
coursera_1266,Data Analysis and Presentation Skills: the PwC Approach Final Project,Data Science,PwC,Course,beginner,1 - 3 Months,40,"Presentations, Customer Analysis, Data Visualization, Data Presentation, Microsoft PowerPoint, Target Market, Consulting, Microsoft Excel, Data Storytelling, Business Analysis, Data Analysis, Pivot Tables And Charts, Dashboard, Constructive Feedback","['Presentations', 'Customer Analysis', 'Data Visualization', 'Data Presentation', 'Microsoft PowerPoint', 'Target Market', 'Consulting', 'Microsoft Excel', 'Data Storytelling', 'Business Analysis', 'Data Analysis', 'Pivot Tables And Charts', 'Dashboard', 'Constructive Feedback']",14,4.5,1800
coursera_1267,AI Capstone Project with Deep Learning,Data Science,IBM,Course,advanced,1 - 4 Weeks,20,"PyTorch (Machine Learning Library), Keras (Neural Network Library), Data Manipulation, Deep Learning, Verification And Validation, Data Processing, Predictive Modeling, Applied Machine Learning, Data Import/Export, Computer Vision, Scientific Visualization, Artificial Neural Networks","['PyTorch (Machine Learning Library)', 'Keras (Neural Network Library)', 'Data Manipulation', 'Deep Learning', 'Verification And Validation', 'Data Processing', 'Predictive Modeling', 'Applied Machine Learning', 'Data Import/Export', 'Computer Vision', 'Scientific Visualization', 'Artificial Neural Networks']",12,3.8,18
coursera_1268,Feature Engineering,Data Science,Google Cloud,Course,intermediate,1 - 3 Months,40,"Feature Engineering, Tensorflow, MLOps (Machine Learning Operations), Data Pipelines, Keras (Neural Network Library), Data Processing, Data Transformation, Data Modeling, Data Store, Machine Learning, Statistics","['Feature Engineering', 'Tensorflow', 'MLOps (Machine Learning Operations)', 'Data Pipelines', 'Keras (Neural Network Library)', 'Data Processing', 'Data Transformation', 'Data Modeling', 'Data Store', 'Machine Learning', 'Statistics']",11,4.7,77
coursera_1269,Researcher's Guide to Omic Data,Data Science,Fred Hutchinson Cancer Center,Specialization,intermediate,3 - 6 Months,100,"Bioinformatics, Data Processing, Data Analysis, Exploratory Data Analysis, Statistical Analysis, Metadata Management, Science and Research, R Programming, Spatial Data Analysis, Data Management, Data Collection, Data Quality, Scientific Methods, Life Sciences, Research, General Science and Research, Analysis, Research Methodologies, Research Design","['Bioinformatics', 'Data Processing', 'Data Analysis', 'Exploratory Data Analysis', 'Statistical Analysis', 'Metadata Management', 'Science and Research', 'R Programming', 'Spatial Data Analysis', 'Data Management', 'Data Collection', 'Data Quality', 'Scientific Methods', 'Life Sciences', 'Research', 'General Science and Research', 'Analysis', 'Research Methodologies', 'Research Design']",19,3.5,11
coursera_1270,Introduction to Data Analytics for Accounting Professionals,Data Science,Association of International Certified Professional Accountants,Course,beginner,1 - 4 Weeks,20,"Data-Driven Decision-Making, Financial Data, Business Analytics, Data Strategy, Analytical Skills, Data Analysis, Business Transformation, Project Implementation, Data Infrastructure, Project Scoping, Data Science, Data Modeling, Data Management, Unstructured Data","['Data-Driven Decision-Making', 'Financial Data', 'Business Analytics', 'Data Strategy', 'Analytical Skills', 'Data Analysis', 'Business Transformation', 'Project Implementation', 'Data Infrastructure', 'Project Scoping', 'Data Science', 'Data Modeling', 'Data Management', 'Unstructured Data']",14,4.1,458
coursera_1271,Perplexity.AI for Beginners: AI-Powered Search,Data Science,Coursera Project Network,Guided Project,beginner,Less Than 2 Hours,2,"Artificial Intelligence, Information Architecture, Generative AI, Data Collection, Text Mining, File Management, Unstructured Data","['Artificial Intelligence', 'Information Architecture', 'Generative AI', 'Data Collection', 'Text Mining', 'File Management', 'Unstructured Data']",7,4.8,5200
coursera_1272,Machine Learning Operations (MLOps): Getting Started,Data Science,Google Cloud,Course,intermediate,1 - 4 Weeks,20,"MLOps (Machine Learning Operations), Google Cloud Platform, DevOps, Continuous Deployment, Application Deployment, Application Lifecycle Management, Tensorflow, Machine Learning, Continuous Integration, Automation","['MLOps (Machine Learning Operations)', 'Google Cloud Platform', 'DevOps', 'Continuous Deployment', 'Application Deployment', 'Application Lifecycle Management', 'Tensorflow', 'Machine Learning', 'Continuous Integration', 'Automation']",10,4.8,78
coursera_1273,Fundamentos de Excel para Negocios,Data Science,Universidad Austral,Course,beginner,1 - 3 Months,40,"Microsoft Excel, Spreadsheet Software, Excel Formulas, Data Visualization, Data Import/Export, Data Entry, Productivity Software, Operational Efficiency, Data Management","['Microsoft Excel', 'Spreadsheet Software', 'Excel Formulas', 'Data Visualization', 'Data Import/Export', 'Data Entry', 'Productivity Software', 'Operational Efficiency', 'Data Management']",9,4.1,86
coursera_1274,Introduction to Data Management,Data Science,Meta,Course,beginner,1 - 4 Weeks,20,"Data Management, Data Collection, Data Governance, Data Analysis, Information Privacy, Data Quality, Data Storage, Data Security, Data-Driven Decision-Making, Data Architecture, Data Visualization Software, Big Data, Machine Learning","['Data Management', 'Data Collection', 'Data Governance', 'Data Analysis', 'Information Privacy', 'Data Quality', 'Data Storage', 'Data Security', 'Data-Driven Decision-Making', 'Data Architecture', 'Data Visualization Software', 'Big Data', 'Machine Learning']",13,4.7,38
coursera_1275,Statistical Inference for Estimation in Data Science,Data Science,University of Colorado Boulder,Course,intermediate,1 - 3 Months,40,"Statistical Inference, Statistical Methods, Probability & Statistics, Sampling (Statistics), Statistical Analysis, Data Science, Probability Distribution","['Statistical Inference', 'Statistical Methods', 'Probability & Statistics', 'Sampling (Statistics)', 'Statistical Analysis', 'Data Science', 'Probability Distribution']",7,4.7,21
coursera_1276,Supply Chain Software Tools,Data Science,Unilever,Course,beginner,1 - 4 Weeks,20,"Supply Chain Systems, Supply Chain Management, Data Management, Data Lakes, Supply Chain Planning, Data Analysis Software, Real Time Data, Business Technologies, Inventory Management System, Forecasting, Analytics, Demand Planning, Advanced Analytics, Predictive Analytics, Data-Driven Decision-Making, Artificial Intelligence","['Supply Chain Systems', 'Supply Chain Management', 'Data Management', 'Data Lakes', 'Supply Chain Planning', 'Data Analysis Software', 'Real Time Data', 'Business Technologies', 'Inventory Management System', 'Forecasting', 'Analytics', 'Demand Planning', 'Advanced Analytics', 'Predictive Analytics', 'Data-Driven Decision-Making', 'Artificial Intelligence']",16,4.5,8100
coursera_1277,Excel Essentials and Beyond,Data Science,Board Infinity,Course,beginner,1 - 3 Months,40,"Microsoft Excel, Dashboard, Data Presentation, Pivot Tables And Charts, Interactive Data Visualization, Data Storytelling, Spreadsheet Software, Data Visualization Software, Excel Formulas, Data Manipulation, Data Cleansing, Productivity Software, Data Management, Data Validation","['Microsoft Excel', 'Dashboard', 'Data Presentation', 'Pivot Tables And Charts', 'Interactive Data Visualization', 'Data Storytelling', 'Spreadsheet Software', 'Data Visualization Software', 'Excel Formulas', 'Data Manipulation', 'Data Cleansing', 'Productivity Software', 'Data Management', 'Data Validation']",14,4.6,41
coursera_1278,Getting and Cleaning Data,Data Science,Johns Hopkins University,Course,mixed,1 - 4 Weeks,20,"Data Manipulation, Data Cleansing, Data Integration, Data Import/Export, Data Collection, Data Management, Web Scraping, R Programming, MySQL, Application Programming Interface (API)","['Data Manipulation', 'Data Cleansing', 'Data Integration', 'Data Import/Export', 'Data Collection', 'Data Management', 'Web Scraping', 'R Programming', 'MySQL', 'Application Programming Interface (API)']",10,4.5,172
coursera_1279,Implementing Supply Chain Analytics,Data Science,Unilever,Course,beginner,1 - 4 Weeks,20,"Descriptive Analytics, Supply Chain, Supply Chain Management, Supply Chain Planning, Transportation, Supply Chain, and Logistics, Predictive Analytics, Forecasting, Inventory Management System, Data-Driven Decision-Making, Business Analytics, Advanced Analytics, Analytics, SQL, Data Presentation, Data Analysis, Technical Communication, Data Manipulation, Statistical Reporting, Python Programming","['Descriptive Analytics', 'Supply Chain', 'Supply Chain Management', 'Supply Chain Planning', 'Transportation', 'Supply Chain', 'and Logistics', 'Predictive Analytics', 'Forecasting', 'Inventory Management System', 'Data-Driven Decision-Making', 'Business Analytics', 'Advanced Analytics', 'Analytics', 'SQL', 'Data Presentation', 'Data Analysis', 'Technical Communication', 'Data Manipulation', 'Statistical Reporting', 'Python Programming']",21,4.8,487
coursera_1280,Machine Translation,Data Science,Karlsruhe Institute of Technology,Course,intermediate,1 - 3 Months,40,"Natural Language Processing, Artificial Neural Networks, Deep Learning, Statistical Machine Learning, Artificial Intelligence and Machine Learning (AI/ML), Language Interpretation, Translation, and Studies, Statistical Modeling, Machine Learning, Network Architecture, Vocabulary","['Natural Language Processing', 'Artificial Neural Networks', 'Deep Learning', 'Statistical Machine Learning', 'Artificial Intelligence and Machine Learning (AI/ML)', 'Language Interpretation', 'Translation', 'and Studies', 'Statistical Modeling', 'Machine Learning', 'Network Architecture', 'Vocabulary']",12,4.8,937
coursera_1281,Bayesian Statistics: Techniques and Models,Data Science,"University of California, Santa Cruz",Course,intermediate,1 - 3 Months,40,"Bayesian Statistics, Statistical Modeling, Statistical Methods, Markov Model, Statistical Analysis, Regression Analysis, R Programming, Simulations, Statistical Inference, Probability, Probability Distribution, Algorithms","['Bayesian Statistics', 'Statistical Modeling', 'Statistical Methods', 'Markov Model', 'Statistical Analysis', 'Regression Analysis', 'R Programming', 'Simulations', 'Statistical Inference', 'Probability', 'Probability Distribution', 'Algorithms']",12,4.5,38
coursera_1282,Doing More with SAS Programming,Data Science,SAS,Course,intermediate,1 - 3 Months,40,"SAS (Software), Data Manipulation, Data Transformation, Data Processing, Data Integration, Statistical Programming, Data Analysis, Data Presentation, Debugging","['SAS (Software)', 'Data Manipulation', 'Data Transformation', 'Data Processing', 'Data Integration', 'Statistical Programming', 'Data Analysis', 'Data Presentation', 'Debugging']",9,4.7,282
coursera_1283,Breast Cancer Prediction Using Machine Learning,Data Science,Coursera Project Network,Guided Project,intermediate,Less Than 2 Hours,2,"Data Cleansing, Data Processing, Pandas (Python Package), Applied Machine Learning, Data Analysis, Data Import/Export, Classification And Regression Tree (CART), Python Programming, Google Cloud Platform, Scikit Learn (Machine Learning Library), Machine Learning, Supervised Learning","['Data Cleansing', 'Data Processing', 'Pandas (Python Package)', 'Applied Machine Learning', 'Data Analysis', 'Data Import/Export', 'Classification And Regression Tree (CART)', 'Python Programming', 'Google Cloud Platform', 'Scikit Learn (Machine Learning Library)', 'Machine Learning', 'Supervised Learning']",12,4.7,1400
coursera_1284,Building Data Lakes on AWS,Data Science,Amazon Web Services,Course,beginner,1 - 3 Months,40,"Data Lakes, Data Visualization, Data Architecture, Amazon Web Services, Amazon Redshift, Data Warehousing, Data Processing, Amazon S3, Query Languages, AWS Identity and Access Management (IAM), Data Management, Data Transformation, Data Governance, Data Cleansing, Role-Based Access Control (RBAC)","['Data Lakes', 'Data Visualization', 'Data Architecture', 'Amazon Web Services', 'Amazon Redshift', 'Data Warehousing', 'Data Processing', 'Amazon S3', 'Query Languages', 'AWS Identity and Access Management (IAM)', 'Data Management', 'Data Transformation', 'Data Governance', 'Data Cleansing', 'Role-Based Access Control (RBAC)']",15,4.5,732
coursera_1285,Modern Big Data Analysis with SQL,Data Science,Cloudera,Specialization,beginner,3 - 6 Months,100,"Database Design, SQL, Apache Hive, Relational Databases, Databases, Database Management, Big Data, Database Systems, MySQL, Data Management, Query Languages, Amazon S3, Apache Hadoop, Data Storage Technologies, Operational Databases, Cloud Storage, Analytics, Performance Tuning, File Systems, PostgreSQL","['Database Design', 'SQL', 'Apache Hive', 'Relational Databases', 'Databases', 'Database Management', 'Big Data', 'Database Systems', 'MySQL', 'Data Management', 'Query Languages', 'Amazon S3', 'Apache Hadoop', 'Data Storage Technologies', 'Operational Databases', 'Cloud Storage', 'Analytics', 'Performance Tuning', 'File Systems', 'PostgreSQL']",20,4.6,51
coursera_1286,Text Mining and Analytics,Data Science,University of Illinois Urbana-Champaign,Course,mixed,1 - 3 Months,40,"Text Mining, Data Mining, Unstructured Data, Statistical Analysis, Natural Language Processing, Analytics, Data Analysis, Statistical Modeling, Unsupervised Learning, Probability & Statistics, Predictive Modeling, Feature Engineering, Supervised Learning, Machine Learning Algorithms, Algorithms","['Text Mining', 'Data Mining', 'Unstructured Data', 'Statistical Analysis', 'Natural Language Processing', 'Analytics', 'Data Analysis', 'Statistical Modeling', 'Unsupervised Learning', 'Probability & Statistics', 'Predictive Modeling', 'Feature Engineering', 'Supervised Learning', 'Machine Learning Algorithms', 'Algorithms']",15,4.7,296
coursera_1287,Doing Economics: Measuring Climate Change,Data Science,University of London,Course,beginner,1 - 4 Weeks,20,"Microsoft Excel, Environmental Policy, Data Analysis, Data Visualization, Descriptive Statistics, Correlation Analysis, Policy Analysis, Environmental Issue, Environmental Monitoring, Scatter Plots, Statistics, Economics","['Microsoft Excel', 'Environmental Policy', 'Data Analysis', 'Data Visualization', 'Descriptive Statistics', 'Correlation Analysis', 'Policy Analysis', 'Environmental Issue', 'Environmental Monitoring', 'Scatter Plots', 'Statistics', 'Economics']",12,4.6,212
coursera_1288,Statistics with SAS,Data Science,SAS,Course,intermediate,1 - 3 Months,40,"SAS (Software), Statistical Hypothesis Testing, Statistical Software, Statistical Analysis, Predictive Modeling, Statistical Programming, Statistical Modeling, Statistical Methods, Regression Analysis, Probability & Statistics, Data Analysis","['SAS (Software)', 'Statistical Hypothesis Testing', 'Statistical Software', 'Statistical Analysis', 'Predictive Modeling', 'Statistical Programming', 'Statistical Modeling', 'Statistical Methods', 'Regression Analysis', 'Probability & Statistics', 'Data Analysis']",11,4.2,1500
coursera_1289,"Introduction to Data, Signal, and Image Analysis with MATLAB",Data Science,Vanderbilt University,Course,intermediate,1 - 3 Months,40,"Data Visualization, Image Analysis, Data Visualization Software, Machine Learning Methods, Matlab, Applied Machine Learning, Statistical Methods, Data Analysis, Data Processing, Computer Vision, Regression Analysis","['Data Visualization', 'Image Analysis', 'Data Visualization Software', 'Machine Learning Methods', 'Matlab', 'Applied Machine Learning', 'Statistical Methods', 'Data Analysis', 'Data Processing', 'Computer Vision', 'Regression Analysis']",11,3.4,98
coursera_1290,Mastering Software Development in R,Data Science,Johns Hopkins University,Specialization,beginner,3 - 6 Months,100,"Ggplot2, Software Documentation, Open Source Technology, Tidyverse (R Package), Package and Software Management, Web Scraping, Data Manipulation, Data Visualization Software, Leaflet (Software), R Programming, Data Visualization, Datamaps, Data Cleansing, Interactive Data Visualization, Scatter Plots, Object Oriented Programming (OOP), GitHub, Version Control, Debugging, Functional Design","['Ggplot2', 'Software Documentation', 'Open Source Technology', 'Tidyverse (R Package)', 'Package and Software Management', 'Web Scraping', 'Data Manipulation', 'Data Visualization Software', 'Leaflet (Software)', 'R Programming', 'Data Visualization', 'Datamaps', 'Data Cleansing', 'Interactive Data Visualization', 'Scatter Plots', 'Object Oriented Programming (OOP)', 'GitHub', 'Version Control', 'Debugging', 'Functional Design']",20,4.4,158
coursera_1291,Causal Inference,Data Science,Columbia University,Course,advanced,1 - 3 Months,40,"Statistical Inference, Regression Analysis, Statistical Methods, Statistical Analysis, Estimation, Sampling (Statistics), Statistical Hypothesis Testing, Statistical Modeling, Machine Learning, Experimentation, Data Collection, Probability & Statistics, Research Design","['Statistical Inference', 'Regression Analysis', 'Statistical Methods', 'Statistical Analysis', 'Estimation', 'Sampling (Statistics)', 'Statistical Hypothesis Testing', 'Statistical Modeling', 'Machine Learning', 'Experimentation', 'Data Collection', 'Probability & Statistics', 'Research Design']",13,4.5,8200
coursera_1292,"Build AI Apps with ChatGPT, Dall-E, and GPT-4",Data Science,Scrimba,Course,intermediate,1 - 3 Months,40,"OpenAI, GitHub, ChatGPT, Git (Version Control System), Application Deployment, Artificial Intelligence, Application Programming Interface (API), Generative AI, Web Applications, Web Development, Cloud API, Image Analysis, Application Security, Real Time Data","['OpenAI', 'GitHub', 'ChatGPT', 'Git (Version Control System)', 'Application Deployment', 'Artificial Intelligence', 'Application Programming Interface (API)', 'Generative AI', 'Web Applications', 'Web Development', 'Cloud API', 'Image Analysis', 'Application Security', 'Real Time Data']",14,4.2,371
coursera_1293,A Crash Course in Data Science,Data Science,Johns Hopkins University,Course,beginner,1 - 4 Weeks,20,"Data Science, Data Analysis, Business Analytics, Data-Driven Decision-Making, Project Design, Performance Metric, Software Engineering, Project Performance, Machine Learning, Statistical Inference","['Data Science', 'Data Analysis', 'Business Analytics', 'Data-Driven Decision-Making', 'Project Design', 'Performance Metric', 'Software Engineering', 'Project Performance', 'Machine Learning', 'Statistical Inference']",10,4.5,91
coursera_1294,Statistics for Genomic Data Science,Data Science,Johns Hopkins University,Course,mixed,1 - 4 Weeks,20,"Biostatistics, Bioinformatics, Exploratory Data Analysis, Statistical Analysis, Statistical Methods, Statistical Hypothesis Testing, Statistical Modeling, R Programming, Data Analysis, Statistical Inference, Regression Analysis, Scientific Methods, Data Pipelines, Data Transformation, Data Processing, Data Cleansing","['Biostatistics', 'Bioinformatics', 'Exploratory Data Analysis', 'Statistical Analysis', 'Statistical Methods', 'Statistical Hypothesis Testing', 'Statistical Modeling', 'R Programming', 'Data Analysis', 'Statistical Inference', 'Regression Analysis', 'Scientific Methods', 'Data Pipelines', 'Data Transformation', 'Data Processing', 'Data Cleansing']",16,4.7,290
coursera_1295,Machine Learning with Apache Spark,Data Science,IBM,Course,intermediate,1 - 4 Weeks,20,"Apache Spark, Machine Learning Methods, Machine Learning Algorithms, Machine Learning, Generative AI, PySpark, Applied Machine Learning, Supervised Learning, Apache Hadoop, Data Pipelines, Unsupervised Learning, Feature Engineering, Data Processing, Extract, Transform, Load, Predictive Modeling, Data Transformation, Regression Analysis","['Apache Spark', 'Machine Learning Methods', 'Machine Learning Algorithms', 'Machine Learning', 'Generative AI', 'PySpark', 'Applied Machine Learning', 'Supervised Learning', 'Apache Hadoop', 'Data Pipelines', 'Unsupervised Learning', 'Feature Engineering', 'Data Processing', 'Extract', 'Transform', 'Load', 'Predictive Modeling', 'Data Transformation', 'Regression Analysis']",19,4.7,13
